Time of Day,Process Name,PID,Operation,Path,Source
2023-03-04 12:03:37.132,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e521.tmp,EDR Log
2023-03-04 12:03:37.147,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e532.tmp,EDR Log
2023-03-04 12:03:37.147,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e532.tmp,EDR Log
2023-03-04 12:03:37.163,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e532.tmp\fb93bf03-0858-456b-b87d-35b03392efc7,EDR Log
2023-03-04 12:03:37.163,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e542.tmp,EDR Log
2023-03-04 12:03:37.178,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e553.tmp,EDR Log
2023-03-04 12:03:37.194,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e553.tmp,EDR Log
2023-03-04 12:03:37.210,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e553.tmp\f1777cf1-75bb-461b-866e-822a3c351528,EDR Log
2023-03-04 12:03:37.210,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e573.tmp,EDR Log
2023-03-04 12:03:37.241,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e593.tmp,EDR Log
2023-03-04 12:03:37.257,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e593.tmp,EDR Log
2023-03-04 12:03:37.257,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e593.tmp\6f5e4b33-11ab-41a1-a58e-63f1921b40d2,EDR Log
2023-03-04 12:03:37.272,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e5b4.tmp,EDR Log
2023-03-04 12:03:37.272,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e5b5.tmp,EDR Log
2023-03-04 12:03:37.288,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e5b5.tmp,EDR Log
2023-03-04 12:03:37.288,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e5b5.tmp\897ba9d1-7e5f-43a1-baba-df0b4534220a,EDR Log
2023-03-04 12:03:37.303,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e5d5.tmp,EDR Log
2023-03-04 12:03:37.335,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e5f5.tmp,EDR Log
2023-03-04 12:03:37.335,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e5f5.tmp,EDR Log
2023-03-04 12:03:37.335,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e5f5.tmp\617ac661-9d07-447f-8dba-3e9e388ee134,EDR Log
2023-03-04 12:03:37.335,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e5f6.tmp,EDR Log
2023-03-04 12:03:37.350,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\e117dc96e2fe3945afb666042fb3e8e2,EDR Log
2023-03-04 12:03:37.366,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e616.tmp,EDR Log
2023-03-04 12:03:37.366,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e616.tmp,EDR Log
2023-03-04 12:03:37.366,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e616.tmp\1549bbff-d344-4d4d-b149-4f24df28e15d,EDR Log
2023-03-04 12:03:37.366,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e617.tmp,EDR Log
2023-03-04 12:03:37.382,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\83524cd265e320488c455fe535350230,EDR Log
2023-03-04 12:03:37.397,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e628.tmp,EDR Log
2023-03-04 12:03:37.397,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e628.tmp,EDR Log
2023-03-04 12:03:37.397,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e628.tmp\46e9b4a6-7cba-400a-b3c7-028e5e1ee001,EDR Log
2023-03-04 12:03:37.397,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e639.tmp,EDR Log
2023-03-04 12:03:37.475,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\748dcf359a1ee348a553b3645f467555,EDR Log
2023-03-04 12:03:37.475,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e688.tmp,EDR Log
2023-03-04 12:03:37.491,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e688.tmp,EDR Log
2023-03-04 12:03:37.491,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e688.tmp\8c58213a-4e7f-414e-8af6-49957e5b4e3f,EDR Log
2023-03-04 12:03:37.491,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e698.tmp,EDR Log
2023-03-04 12:03:37.507,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\047953fa150e5d47889a48f8cc8e1175,EDR Log
2023-03-04 12:03:37.522,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6a9.tmp,EDR Log
2023-03-04 12:03:37.522,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6a9.tmp,EDR Log
2023-03-04 12:03:37.522,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6a9.tmp\924d968d-b90b-4074-b477-b560863264de,EDR Log
2023-03-04 12:03:37.522,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e6ba.tmp,EDR Log
2023-03-04 12:03:37.538,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\92b988082e621748afb7b329e451c993,EDR Log
2023-03-04 12:03:37.553,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6da.tmp,EDR Log
2023-03-04 12:03:37.553,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6da.tmp,EDR Log
2023-03-04 12:03:37.553,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6da.tmp\2dd7df36-edc0-4463-b08b-94319f3678f8,EDR Log
2023-03-04 12:03:37.569,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e6eb.tmp,EDR Log
2023-03-04 12:03:37.569,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\3ef56c50f4210543a8caf53269a28a1d,EDR Log
2023-03-04 12:03:37.585,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6fb.tmp,EDR Log
2023-03-04 12:03:37.585,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6fb.tmp,EDR Log
2023-03-04 12:03:37.585,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e6fb.tmp\87da315d-c5b5-4130-b5d5-77650731c533,EDR Log
2023-03-04 12:03:37.600,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e70c.tmp,EDR Log
2023-03-04 12:03:37.600,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\1a63058998639947aae9ad68aa2292a3,EDR Log
2023-03-04 12:03:37.616,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e71c.tmp,EDR Log
2023-03-04 12:03:37.616,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e71c.tmp,EDR Log
2023-03-04 12:03:37.616,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e71c.tmp\48a9e6b0-24fb-4fe3-af28-a55e20cb8d9d,EDR Log
2023-03-04 12:03:37.632,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e72d.tmp,EDR Log
2023-03-04 12:03:37.632,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\b0cfb8625645ef44a336f58988882441,EDR Log
2023-03-04 12:03:37.647,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e73e.tmp,EDR Log
2023-03-04 12:03:37.647,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e73e.tmp,EDR Log
2023-03-04 12:03:37.647,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e73e.tmp\e5ee095e-8c4f-471a-a80a-ac37d3869281,EDR Log
2023-03-04 12:03:37.647,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e73f.tmp,EDR Log
2023-03-04 12:03:37.678,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\68a12ef1ac4aee41ab9a88269bf42ba6,EDR Log
2023-03-04 12:03:37.694,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e76f.tmp,EDR Log
2023-03-04 12:03:37.694,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e76f.tmp,EDR Log
2023-03-04 12:03:37.694,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e76f.tmp\02920655-4ac1-4b5b-9eb2-7ee0f5bcc023,EDR Log
2023-03-04 12:03:37.725,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e78f.tmp,EDR Log
2023-03-04 12:03:37.741,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\e140727462888745a0366ad2a1cf9675,EDR Log
2023-03-04 12:03:37.757,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e79f.tmp,EDR Log
2023-03-04 12:03:37.757,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e79f.tmp,EDR Log
2023-03-04 12:03:37.757,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e79f.tmp\bcf91c6f-9474-4df7-b333-2af9c85378c1,EDR Log
2023-03-04 12:03:37.757,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e7b0.tmp,EDR Log
2023-03-04 12:03:37.772,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\c8995b7797864e4eb252a755499b55b7,EDR Log
2023-03-04 12:03:37.772,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e7c1.tmp,EDR Log
2023-03-04 12:03:37.772,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e7c1.tmp,EDR Log
2023-03-04 12:03:37.788,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e7c1.tmp\8b451437-7cff-4cd3-a034-cacd6c2865ed,EDR Log
2023-03-04 12:03:37.788,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e7d1.tmp,EDR Log
2023-03-04 12:03:37.803,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\b6f8a322a6efc34293a656362da3a607,EDR Log
2023-03-04 12:03:37.803,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e7e2.tmp,EDR Log
2023-03-04 12:03:37.803,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e7e2.tmp,EDR Log
2023-03-04 12:03:37.819,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e7e2.tmp\a9b3ad6f-ba75-4fa0-9875-d9281a5f669b,EDR Log
2023-03-04 12:03:37.819,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e7f3.tmp,EDR Log
2023-03-04 12:03:37.819,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\8304c9af77c6dc40997829928a0c79b2,EDR Log
2023-03-04 12:03:37.835,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e803.tmp,EDR Log
2023-03-04 12:03:37.835,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e803.tmp,EDR Log
2023-03-04 12:03:37.835,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e803.tmp\3d182aff-4f12-4f31-848f-a75c475139b2,EDR Log
2023-03-04 12:03:37.835,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e804.tmp,EDR Log
2023-03-04 12:03:37.850,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\1208f42c06e4814db3f10d8829ac0c8b,EDR Log
2023-03-04 12:03:37.866,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e824.tmp,EDR Log
2023-03-04 12:03:37.866,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e824.tmp,EDR Log
2023-03-04 12:03:37.866,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e824.tmp\109862d0-20ee-4b15-afc5-f25c7068d0c2,EDR Log
2023-03-04 12:03:37.866,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e825.tmp,EDR Log
2023-03-04 12:03:37.882,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\4617d4f2a8f7814da28918f69710533f,EDR Log
2023-03-04 12:03:37.897,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e846.tmp,EDR Log
2023-03-04 12:03:37.897,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e846.tmp,EDR Log
2023-03-04 12:03:37.897,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e846.tmp\18a3f26b-bea3-4bc9-8906-5fc4eb208388,EDR Log
2023-03-04 12:03:37.897,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e847.tmp,EDR Log
2023-03-04 12:03:37.913,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\bee54d05626a104581f9de9b7073a7bb,EDR Log
2023-03-04 12:03:37.928,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e867.tmp,EDR Log
2023-03-04 12:03:37.928,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e867.tmp,EDR Log
2023-03-04 12:03:37.928,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e867.tmp\596bd0ce-a0f8-439c-b172-df658e910573,EDR Log
2023-03-04 12:03:37.928,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e868.tmp,EDR Log
2023-03-04 12:03:37.944,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\e7aedce25da4334aae66dee7a5c7f86e,EDR Log
2023-03-04 12:03:37.960,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e888.tmp,EDR Log
2023-03-04 12:03:37.960,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e888.tmp,EDR Log
2023-03-04 12:03:37.960,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e888.tmp\dd1d9748-0a0b-4484-a7db-dabdbe7af28f,EDR Log
2023-03-04 12:03:37.960,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e889.tmp,EDR Log
2023-03-04 12:03:37.991,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\0d6544808681ac499fc6e8b3cd84a5e6,EDR Log
2023-03-04 12:03:38.007,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e8b9.tmp,EDR Log
2023-03-04 12:03:38.007,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e8b9.tmp,EDR Log
2023-03-04 12:03:38.007,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tw-1964-267c-98e8b9.tmp\47872016-054f-4c1f-8b25-965aef6b2cd4,EDR Log
2023-03-04 12:03:38.022,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\tpm-1964-267c-98e8ca.tmp,EDR Log
2023-03-04 12:03:38.038,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\40075af9c78a7d45a6257aa406d7ac34,EDR Log
2023-03-04 12:03:38.053,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\07c3ada1b80c804fbd9ba80358b8fe9d,EDR Log
2023-03-04 12:03:38.241,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\133c8f5a81cca74e97ea451fbabf72c1,EDR Log
2023-03-04 12:03:38.257,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\28b5da6e621b2a4b900239b5b8d988a6,EDR Log
2023-03-04 12:03:38.272,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\aac6fa64c284b240bfab4797c541cda9,EDR Log
2023-03-04 12:03:38.288,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\4c9d73f82af60949ad578f6d489c17a0,EDR Log
2023-03-04 12:03:38.303,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\391352e3f54ec14d92e0cfba73994cfe,EDR Log
2023-03-04 12:03:38.303,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\6aa4ca029ee6fc429dcdf0fc9a113004,EDR Log
2023-03-04 12:03:38.319,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\80c0ce970df6924ab529eca9ab5c5fdf,EDR Log
2023-03-04 12:03:38.319,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\69048f525c3f844a898d979234b3eac0,EDR Log
2023-03-04 12:03:38.335,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\2bcb482bbed4c5419a3bb2396625311a,EDR Log
2023-03-04 12:03:38.335,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\264f651db7bc2c498ff7ee0c96f34cfe,EDR Log
2023-03-04 12:03:38.350,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\6b338fc6c9dd6545ae7091d3ddd3bca7,EDR Log
2023-03-04 12:03:38.366,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\0505f278a36e8146b4add95dcb920af0,EDR Log
2023-03-04 12:03:38.366,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\a4a42f2fef96ef4f8cf49ed021193d44,EDR Log
2023-03-04 12:03:38.382,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\bf3deb02f2e8834281ad9fd38c045866,EDR Log
2023-03-04 12:03:38.397,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\d32b53790e48104f98fa4932485ab8fa,EDR Log
2023-03-04 12:03:38.397,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\44251e548957194db979df75b75a10c9,EDR Log
2023-03-04 12:03:38.413,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\86185831308615488758c0344b0161cf,EDR Log
2023-03-04 12:03:38.428,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\17d8db546b113445a4a107901d4256ad,EDR Log
2023-03-04 12:03:38.445,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\0a579be9d1cbcd468c0e0b9c9b39e9ce,EDR Log
2023-03-04 12:03:38.663,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\c58e7e7f314bcd488d4f65212d55ec25,EDR Log
2023-03-04 12:03:38.710,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\3e0425211c604a4d8a1d90a903b06007,EDR Log
2023-03-04 12:03:38.710,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\74e24b70ab016043b0b5c3158424eeec,EDR Log
2023-03-04 12:03:38.725,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\eade9ddaac2ca949b4f39219f489eab2,EDR Log
2023-03-04 12:03:38.741,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\0a885199e2745c4494abbce0864e893f,EDR Log
2023-03-04 12:03:38.757,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\4a779b2d3b4318438f632c5c28040fde,EDR Log
2023-03-04 12:03:39.053,C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.12.1.0\AMAExtHealthMonitor.exe,3532,File Create,C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.12.1.0\Status\HeartBeat.Json,EDR Log
2023-03-04 12:03:39.319,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\CM2ED85.tmp,EDR Log
2023-03-04 12:03:39.319,C:\Windows\system32\ProvTool.exe,6500,File Create,C:\Windows\System32\config\systemprofile\AppData\Local\CM2ED85.tmp,EDR Log
2023-03-04 12:03:41.937,C:\Windows\System32\svchost.exe,1348,Process Create,C:\Windows\System32\SrTasks.exe,EDR Log
2023-03-04 12:03:41.944,C:\WindowsAzure\GuestAgent_2.7.41491.1075_2023-03-03_013916\WindowsAzureGuestAgent.exe,3556,File Create,C:\WindowsAzure\Logs\AggregateStatus\aggregatestatus.json,EDR Log
2023-03-04 12:03:42.007,C:\Windows\system32\svchost.exe,2120,File Create,C:\Windows\Prefetch\SVCHOST.EXE-BE1C404C.pf,EDR Log
2023-03-04 12:03:42.805,C:\Windows\System32\VSSVC.exe,10028,Image Load,C:\Windows\System32\amsi.dll,EDR Log
2023-03-04 12:03:42.835,C:\Windows\System32\VSSVC.exe,10028,Image Load,C:\Windows\System32\samlib.dll,EDR Log
2023-03-04 12:03:43.014,C:\Windows\System32\services.exe,784,Process Create,C:\Windows\System32\svchost.exe,EDR Log
