Time of Day,Process Name,PID,Operation,Path,Source
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ResourceFileName,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\MessageFileName,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ParameterFileName,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\0,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\0\(Default),EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\0\Id,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\0\Flags,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\1,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\1\(Default),EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\1\Id,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\1\Flags,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\2,EDR Log
2023-03-04 12:09:19.194,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\2\(Default),EDR Log
2023-03-04 12:09:19.241,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\2\Id,EDR Log
2023-03-04 12:09:19.241,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\2\Flags,EDR Log
2023-03-04 12:09:19.241,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\3,EDR Log
2023-03-04 12:09:19.241,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\3\(Default),EDR Log
2023-03-04 12:09:19.241,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\3\Id,EDR Log
2023-03-04 12:09:19.241,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\3\Flags,EDR Log
2023-03-04 12:09:19.241,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:26.341,C:\WindowsAzure\GuestAgent_2.7.41491.1075_2023-03-03_013916\WaAppAgent.exe,3388,Process Create,C:\Windows\System32\ROUTE.EXE,EDR Log
2023-03-04 12:09:30.923,C:\Program Files\Microsoft Monitoring Agent\Agent\HealthService.exe,3224,Image Load,C:\Windows\System32\amsi.dll,EDR Log
2023-03-04 12:09:31.714,C:\WindowsAzure\GuestAgent_2.7.41491.1075_2023-03-03_013916\WaAppAgent.exe,3388,DNSEvent,_ldap._tcp.dc._msdcs.Target-machine,EDR Log
2023-03-04 12:09:32.579,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Diagnostics/Bootstrapper,EDR Log
2023-03-04 12:09:32.626,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Diagnostics/GuestAgent,EDR Log
2023-03-04 12:09:32.735,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Diagnostics/Heartbeat,EDR Log
2023-03-04 12:09:32.751,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Diagnostics/Runtime,EDR Log
2023-03-04 12:09:32.798,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74},EDR Log
2023-03-04 12:09:32.798,C:\Windows\System32\svchost.exe,1508,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9148c98f-152c-44d3-a496-26350c475d74}\Enabled,EDR Log
2023-03-04 12:09:33.141,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2},EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/GuestAgent,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/GuestAgent\OwningPublisher,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/GuestAgent\Enabled,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/GuestAgent\Isolation,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/GuestAgent\ChannelAccess,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/GuestAgent\Type,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/Plugins,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/Plugins\OwningPublisher,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/Plugins\Enabled,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/Plugins\Isolation,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/Plugins\ChannelAccess,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/Plugins\Type,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\(Default),EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ResourceFileName,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\MessageFileName,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ParameterFileName,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\0,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\0\(Default),EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\0\Id,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\0\Flags,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\1,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\1\(Default),EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\1\Id,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\1\Flags,EDR Log
2023-03-04 12:09:33.157,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:33.595,C:\Windows\system32\svchost.exe,1328,RegValueSet,HKLM\System\CurrentControlSet\Control\WMI\Autologger\ReadyBoot\Start,EDR Log
2023-03-04 12:09:33.883,C:\Windows\System32\svchost.exe,1352,Process Create,C:\Windows\System32\taskhostw.exe,EDR Log
2023-03-04 12:09:35.266,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/GuestAgent,EDR Log
2023-03-04 12:09:31.657,C:\WindowsAzure\GuestAgent_2.7.41491.1075_2023-03-03_013916\WaAppAgent.exe,3388,Image Load,C:\Windows\System32\logoncli.dll,EDR Log
2023-03-04 12:09:29.735,C:\Program Files\Microsoft Monitoring Agent\Agent\HealthService.exe,3224,Image Load,C:\Windows\System32\logoncli.dll,EDR Log
2023-03-04 12:09:35.813,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-WindowsAzure-Status/Plugins,EDR Log
2023-03-04 12:09:34.641,C:\WindowsAzure\GuestAgent_2.7.41491.1075_2023-03-03_013916\WaAppAgent.exe,3388,Image Load,C:\Windows\System32\samlib.dll,EDR Log
2023-03-04 12:09:36.655,C:\Windows\System32\services.exe,800,Process Create,C:\Windows\System32\svchost.exe,EDR Log
2023-03-04 12:09:37.032,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2},EDR Log
2023-03-04 12:09:37.032,C:\Windows\System32\svchost.exe,1508,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{9e3b8bee-15eb-444b-a692-bab4546644f2}\Enabled,EDR Log
2023-03-04 12:09:37.438,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92},EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\(Default),EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ResourceFileName,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\MessageFileName,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ParameterFileName,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\0,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\0\(Default),EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\0\Id,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\0\Flags,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\1,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\1\(Default),EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\1\Id,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\1\Flags,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\2,EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\2\(Default),EDR Log
2023-03-04 12:09:37.454,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\2\Id,EDR Log
2023-03-04 12:09:37.470,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\2\Flags,EDR Log
2023-03-04 12:09:37.470,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:37.563,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92},EDR Log
2023-03-04 12:09:37.563,C:\Windows\System32\svchost.exe,1508,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{3000b92b-ca8b-4269-90ea-c4185ee09e92}\Enabled,EDR Log
2023-03-04 12:09:37.720,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7},EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\(Default),EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ResourceFileName,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\MessageFileName,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ParameterFileName,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ChannelReferences,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ChannelReferences\0,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ChannelReferences\0\(Default),EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ChannelReferences\0\Id,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ChannelReferences\0\Flags,EDR Log
2023-03-04 12:09:37.798,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:37.845,C:\Windows\System32\svchost.exe,1508,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7},EDR Log
2023-03-04 12:09:37.845,C:\Windows\System32\svchost.exe,1508,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{d38b3095-6abd-419f-a8d5-3d01b8b6a4e7}\Enabled,EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9},EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9}\(Default),EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9}\ResourceFileName,EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9}\MessageFileName,EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9}\ParameterFileName,EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9}\ChannelReferences,EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegValueSet,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9}\ChannelReferences\Count,EDR Log
2023-03-04 12:09:37.970,C:\Windows\system32\wevtutil.exe,4976,RegObject,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\WINEVT\Publishers\{498a78f0-d57b-488d-9666-b0e7f5473cd9}\ChannelReferences\0,EDR Log
